,,,,,,,,,,,,,,,,,,
,Month,App,City ID,Basket,Payment to Merchants,Trips,Total Eater Fees,Gross Bookings,Payments to Couriers,Incentive to Existing Eaters,Incentive to New Eaters,Discount due to other promotions/subscriptions,Revenue gained due to subscription,Net Revenue,New Eaters,Active Eaters,%SMB,%ENT
,2023-03-01 0:00:00,Postmates,N2,"$22,338","-$17,922",570,"$2,517","$26,364","-$1,319","-$3,650","-$3,437",-$494,$127,$406,86,221,88.51%,11.49%
,2023-04-01 0:00:00,Postmates,N2,"$18,182","-$14,675",497,"$2,178","$21,688","-$1,265","-$3,058","-$1,117",-$396,$127,$169,39,193,86.74%,13.26%
,2023-05-01 0:00:00,Postmates,N2,"$19,870","-$16,104",557,"$2,433","$23,636","-$1,497","-$4,740",-$562,-$437,$171,"-$1,115",47,206,86.76%,13.24%
,2023-06-01 0:00:00,Postmates,N2,"$16,104","-$12,987",470,"$2,006","$19,221","-$1,230","-$2,747",-$734,-$308,$142,$91,50,205,86.23%,13.77%
,2022-06-01 0:00:00,Postmates,N3,"$91,429","-$77,662","2,644","$15,584","$114,935","-$7,209","-$3,270",-$362,"-$2,552",$777,"$15,325",81,886,92.21%,7.79%
,2022-07-01 0:00:00,Postmates,N3,"$84,286","-$71,688","2,482","$14,416","$105,974","-$6,473","-$3,756",-$256,"-$2,333",$760,"$11,902",92,847,91.77%,8.23%
,2022-08-01 0:00:00,Postmates,N3,"$87,013","-$74,156","2,534","$14,156","$108,701","-$6,585","-$6,033",-$156,"-$2,412",$740,"$9,925",93,849,91.80%,8.20%
,2022-09-01 0:00:00,Postmates,N3,"$95,974","-$81,948","2,728","$14,675","$118,961","-$6,722","-$5,783",-$101,"-$2,644",$697,"$9,714",77,914,92.61%,7.39%
,2022-10-01 0:00:00,Postmates,N3,"$104,545","-$89,221","2,891","$15,974","$129,481","-$6,207","-$5,704",-$341,"-$2,937",$756,"$9,387",82,895,92.51%,7.49%
,2022-11-01 0:00:00,Postmates,N3,"$97,662","-$83,247","2,692","$14,935","$120,909","-$5,256","-$5,230",-$443,"-$2,716",$744,"$11,057",69,859,92.92%,7.08%
,2022-12-01 0:00:00,Postmates,N3,"$98,701","-$83,896","2,675","$15,455","$122,597","-$5,583","-$4,865",-$479,"-$2,873",$729,"$11,627",67,848,92.55%,7.45%
,2023-01-01 0:00:00,Postmates,N3,"$98,052","-$83,247","2,685","$15,195","$121,688","-$5,088","-$6,291",-$629,"-$2,882",$744,"$11,145",71,750,92.70%,7.30%
,2023-02-01 0:00:00,Postmates,N3,"$95,714","-$81,558","2,626","$15,065","$118,961","-$5,235","-$6,577",-$847,"-$2,988",$714,"$10,965",73,767,92.45%,7.55%
,2023-03-01 0:00:00,Postmates,N3,"$122,078","-$103,506","3,253","$18,442","$150,649","-$6,395","-$11,477","-$5,294","-$3,660",$853,"$11,030",169,943,92.83%,7.17%
,2023-04-01 0:00:00,Postmates,N3,"$108,182","-$92,078","2,919","$17,013","$133,766","-$5,912","-$7,692","-$1,706","-$3,328",$783,"$12,091",71,820,92.56%,7.44%
,2023-05-01 0:00:00,Postmates,N3,"$106,753","-$90,779","2,926","$17,143","$132,468","-$6,027","-$10,143",-$756,"-$3,192",$847,"$11,333",83,817,92.55%,7.45%
,2023-06-01 0:00:00,Postmates,N3,"$96,883","-$82,597","2,653","$16,234","$121,169","-$5,916","-$6,325","-$1,175","-$2,762",$817,"$13,377",99,817,92.71%,7.29%
,2022-06-01 0:00:00,Postmates,N4,"$6,603","-$5,334",193,"$1,072","$8,227",-$537,-$285,-$63,-$101,$50,"$1,351",17,102,82.62%,17.38%
,2022-07-01 0:00:00,Postmates,N4,"$7,801","-$6,310",219,"$1,206","$9,659",-$641,-$413,-$72,-$112,$53,"$1,369",20,113,84.04%,15.96%
,2022-08-01 0:00:00,Postmates,N4,"$8,333","-$6,726",233,"$1,256","$10,283",-$709,-$732,-$48,-$114,$52,"$1,126",21,116,84.60%,15.40%
,2022-09-01 0:00:00,Postmates,N4,"$7,050","-$5,704",206,"$1,047","$8,679",-$569,-$641,-$33,-$98,$43,$868,16,104,82.60%,17.40%
,2022-10-01 0:00:00,Postmates,N4,"$7,226","-$5,821",212,"$1,109","$8,931",-$565,-$713,-$79,-$101,$47,$807,17,100,82.41%,17.59%
,2022-11-01 0:00:00,Postmates,N4,"$7,539","-$6,055",218,"$1,046","$9,206",-$580,-$880,-$129,-$107,$48,$616,15,100,82.41%,17.59%
,2022-12-01 0:00:00,Postmates,N4,"$7,866","-$6,349",227,$951,"$9,457",-$660,-$735,-$95,-$99,$45,$676,15,100,82.30%,17.70%
,2023-01-01 0:00:00,Postmates,N4,"$7,360","-$5,901",212,$895,"$8,848",-$607,-$956,-$97,-$96,$47,$424,15,86,82.29%,17.71%
,2023-02-01 0:00:00,Postmates,N4,"$7,225","-$5,771",210,$902,"$8,713",-$595,"-$1,004",-$159,-$113,$48,$511,14,87,83.41%,16.59%
,2023-03-01 0:00:00,UberEats,N4,"$682,537","-$544,941","22,768","$134,092","$871,870","-$65,916","-$28,781","-$2,119","-$28,856","$7,409","$151,385",284,"6,093",77.38%,22.62%
,2023-04-01 0:00:00,UberEats,N4,"$653,741","-$522,304","21,665","$127,598","$834,659","-$65,075","-$26,808","-$2,394","-$27,534","$7,495","$144,383",269,"6,004",76.52%,23.48%
,2023-05-01 0:00:00,UberEats,N4,"$654,225","-$523,147","21,813","$127,829","$835,373","-$65,135","-$25,777","-$2,302","-$26,756","$8,601","$149,263",275,"6,093",76.97%,23.03%
,2023-06-01 0:00:00,UberEats,N4,"$659,164","-$527,543","21,717","$128,387","$841,086","-$64,008","-$16,041","-$2,373","-$26,521","$9,223","$153,286",299,"6,198",77.68%,22.32%
,2022-06-01 0:00:00,UberEats,O1,"$39,300","-$31,677","1,614","$9,941","$52,557","-$6,076","-$1,367",-$640,"-$1,016",$648,"$9,075",71,565,58.67%,41.33%
,2022-07-01 0:00:00,UberEats,O1,"$42,616","-$34,676","1,761","$10,744","$56,974","-$5,670","-$1,682",-$644,"-$1,835",$773,"$9,344",75,582,60.81%,39.19%
,2022-08-01 0:00:00,UberEats,O1,"$42,943","-$34,768","1,795","$10,877","$57,523","-$5,501","-$2,103",-$634,"-$1,950",$821,"$9,647",78,597,60.48%,39.52%
,2022-09-01 0:00:00,UberEats,O1,"$42,588","-$34,455","1,757","$10,961","$57,223","-$5,443","-$1,984",-$645,"-$2,078",$844,"$9,809",71,594,58.59%,41.41%
,2022-10-01 0:00:00,UberEats,O1,"$44,409","-$35,836","1,788","$11,889","$60,104","-$5,275","-$1,978",-$674,"-$2,537",$917,"$10,557",73,599,59.03%,40.97%
,2022-11-01 0:00:00,UberEats,O1,"$42,994","-$34,824","1,737","$11,200","$57,887","-$4,925","-$1,403",-$786,"-$2,345",$865,"$10,746",70,587,58.14%,41.86%
,2022-12-01 0:00:00,UberEats,O1,"$47,246","-$38,374","1,863","$12,481","$63,752","-$5,579","-$1,761",-$872,"-$2,910",$920,"$10,873",72,615,58.62%,41.38%
,2023-01-01 0:00:00,UberEats,O1,"$46,520","-$37,548","1,865","$12,280","$62,777","-$5,239","-$2,003",-$861,"-$3,068",$962,"$11,276",80,611,59.09%,40.91%
,2023-02-01 0:00:00,UberEats,O1,"$46,521","-$37,488","1,846","$12,130","$62,625","-$4,948","-$2,076",-$477,"-$3,058",$945,"$11,335",69,606,58.94%,41.06%
,2023-03-01 0:00:00,UberEats,O1,"$51,844","-$41,957","2,037","$13,643","$69,869","-$5,466","-$2,209",-$404,"-$3,563",$993,"$12,348",82,655,59.48%,40.52%
,2023-04-01 0:00:00,UberEats,O1,"$47,773","-$38,595","1,887","$12,876","$64,703","-$5,141","-$1,756",-$530,"-$3,326","$1,024","$12,162",67,620,58.93%,41.07%
,2023-05-01 0:00:00,UberEats,O1,"$47,121","-$38,102","1,844","$12,757","$63,881","-$5,273","-$1,884",-$501,"-$3,305","$1,203","$11,949",69,614,60.65%,39.35%
,2023-06-01 0:00:00,UberEats,O1,"$46,080","-$37,334","1,782","$12,207","$62,231","-$4,730","-$1,091",-$571,"-$3,107","$1,221","$12,339",77,608,62.20%,37.80%
,2022-06-01 0:00:00,UberEats,O2,"$188,977","-$149,641","6,629","$46,026","$249,308","-$34,482","-$5,004","-$2,303","-$6,600","$2,722","$39,649",216,"2,277",78.09%,21.91%
,2022-07-01 0:00:00,UberEats,O2,"$202,093","-$161,983","6,887","$47,669","$265,106","-$32,529","-$7,634","-$2,147","-$8,898","$3,010","$38,313",219,"2,314",79.88%,20.12%
,2022-08-01 0:00:00,UberEats,O2,"$194,306","-$155,855","6,729","$48,975","$258,107","-$30,594","-$7,832","-$1,629","-$9,169","$3,033","$41,183",182,"2,223",79.58%,20.42%
,2022-09-01 0:00:00,UberEats,O2,"$197,825","-$157,866","6,698","$49,035","$261,853","-$32,084","-$8,947","-$1,611","-$9,352","$2,891","$38,573",181,"2,222",79.24%,20.76%
,2022-10-01 0:00:00,UberEats,O2,"$210,953","-$168,241","7,177","$51,637","$278,593","-$34,160","-$7,992","-$1,822","-$10,056","$3,153","$42,339",191,"2,306",78.84%,21.16%
,2022-11-01 0:00:00,UberEats,O2,"$200,076","-$159,511","6,847","$51,044","$266,318","-$31,748","-$6,644","-$1,738","-$10,473","$3,260","$45,291",170,"2,208",78.25%,21.75%
,2022-12-01 0:00:00,UberEats,O2,"$216,284","-$172,786","7,179","$55,528","$288,037","-$33,051","-$7,405","-$1,802","-$12,226","$3,523","$47,919",168,"2,316",78.71%,21.29%
,2023-01-01 0:00:00,UberEats,O2,"$214,496","-$171,034","7,174","$54,709","$285,232","-$32,190","-$8,818","-$1,768","-$12,697","$3,578","$47,143",172,"2,311",79.94%,20.06%
,2023-02-01 0:00:00,UberEats,O2,"$200,507","-$159,965","6,748","$51,319","$266,784","-$29,911","-$8,925","-$1,087","-$12,139","$3,445","$44,128",152,"2,223",79.27%,20.73%
,2023-03-01 0:00:00,UberEats,O2,"$229,258","-$183,685","7,650","$57,764","$304,005","-$33,382","-$9,122",-$930,"-$13,759","$3,678","$49,511",185,"2,435",79.15%,20.85%
,2023-04-01 0:00:00,UberEats,O2,"$219,096","-$175,603","7,313","$55,068","$290,452","-$32,224","-$8,532","-$1,612","-$13,222","$3,672","$47,804",168,"2,372",79.06%,20.94%
,2023-05-01 0:00:00,UberEats,O2,"$224,679","-$180,526","7,507","$56,756","$297,948","-$33,662","-$8,154","-$1,675","-$13,416","$4,243","$50,230",181,"2,430",79.20%,20.80%
,2023-06-01 0:00:00,UberEats,O2,"$209,317","-$168,808","6,933","$55,245","$279,940","-$30,806","-$4,924","-$1,479","-$12,260","$4,362","$50,201",172,"2,321",79.12%,20.88%
,2022-06-01 0:00:00,UberEats,P1,"$60,697","-$48,730","2,165","$18,816","$84,331","-$11,202","-$1,518","-$1,088","-$1,882","$1,030","$16,233",105,904,59.52%,40.48%
,2022-07-01 0:00:00,UberEats,P1,"$63,086","-$51,126","2,215","$18,840","$86,946","-$10,505","-$1,657","-$1,063","-$2,637","$1,153","$16,189",109,906,62.02%,37.98%
,2022-08-01 0:00:00,UberEats,P1,"$60,291","-$48,715","2,172","$18,322","$83,393","-$10,236","-$1,630",-$892,"-$2,710","$1,172","$15,749",98,874,62.23%,37.77%
,2022-09-01 0:00:00,UberEats,P1,"$61,419","-$49,391","2,163","$18,438","$84,715","-$10,759","-$2,055",-$885,"-$2,855","$1,161","$15,199",95,873,61.25%,38.75%
,2022-10-01 0:00:00,UberEats,P1,"$66,696","-$53,619","2,340","$19,458","$91,449","-$11,667","-$1,614",-$933,"-$2,993","$1,281","$16,825",101,929,59.63%,40.37%
,2022-11-01 0:00:00,UberEats,P1,"$66,518","-$53,696","2,303","$20,006","$91,795","-$11,412","-$1,383","-$1,008","-$3,246","$1,280","$17,496",96,922,59.59%,40.41%
,2022-12-01 0:00:00,UberEats,P1,"$69,973","-$56,517","2,388","$21,348","$96,812","-$12,419","-$1,797","-$1,002","-$3,798","$1,376","$17,446",93,944,60.11%,39.89%
,2023-01-01 0:00:00,UberEats,P1,"$69,230","-$55,938","2,407","$21,202","$95,884","-$12,085","-$2,051","-$1,033","-$3,965","$1,417","$17,377",101,950,61.66%,38.34%
,2023-02-01 0:00:00,UberEats,P1,"$67,076","-$54,141","2,309","$20,457","$92,790","-$11,334","-$2,523",-$571,"-$3,903","$1,372","$16,698",89,919,60.86%,39.14%
,2023-03-01 0:00:00,UberEats,P1,"$77,705","-$62,966","2,649","$23,173","$106,924","-$13,028","-$2,902",-$463,"-$4,495","$1,456","$18,397",107,"1,019",60.42%,39.58%
,2023-04-01 0:00:00,UberEats,P1,"$82,925","-$67,114","2,749","$24,524","$113,879","-$14,300","-$2,593","-$1,038","-$4,770","$1,533","$19,685",102,"1,119",59.60%,40.40%
,2023-05-01 0:00:00,UberEats,P1,"$76,418","-$62,004","2,619","$23,071","$105,371","-$13,060","-$2,077","-$1,040","-$4,545","$1,745","$19,417",109,"1,028",59.11%,40.89%
,2023-06-01 0:00:00,UberEats,P1,"$71,170","-$57,847","2,437","$21,461","$98,114","-$11,961","-$1,443",-$934,"-$4,162","$1,804","$18,289",103,971,58.99%,41.01%
,2022-06-01 0:00:00,UberEats,P2,"$257,407","-$205,903","9,681","$50,536","$328,520","-$29,315","-$8,589","-$2,106","-$6,701","$3,405","$51,837",243,"3,191",72.27%,27.73%
,2023-03-01 0:00:00,Postmates,N4,"$12,958","-$10,284",332,"$1,407","$15,455",-$970,"-$1,943","-$1,740",-$209,$70,$797,45,137,88.34%,11.66%
,2023-04-01 0:00:00,Postmates,N4,"$10,337","-$8,239",277,"$1,188","$12,349",-$875,"-$1,403",-$630,-$161,$66,$730,19,116,85.95%,14.05%
,2023-05-01 0:00:00,Postmates,N4,"$11,378","-$9,091",314,"$1,344","$13,636",-$988,"-$2,364",-$213,-$184,$81,$128,22,124,86.06%,13.94%
,2023-06-01 0:00:00,Postmates,N4,"$9,988","-$7,994",274,"$1,158","$11,938",-$845,"-$1,284",-$256,-$146,$71,$750,22,121,87.07%,12.93%
,2022-06-01 0:00:00,Postmates,O1,"$28,571","-$23,247","1,082","$6,959","$37,792","-$3,439",-$962,-$26,-$571,$513,"$7,338",21,336,73.16%,26.84%
,2022-07-01 0:00:00,Postmates,O1,"$29,091","-$23,636","1,088","$6,966","$38,442","-$3,348","-$1,135",-$29,-$634,$478,"$7,149",20,329,73.45%,26.55%
,2022-08-01 0:00:00,Postmates,O1,"$28,442","-$23,247","1,073","$6,470","$37,403","-$3,174","-$1,649",-$17,-$586,$453,"$6,368",18,324,73.84%,26.16%
,2022-09-01 0:00:00,Postmates,O1,"$27,013","-$22,078","1,005","$5,842","$35,195","-$2,966","-$1,658",-$7,-$521,$408,"$5,704",15,309,73.32%,26.68%
,2022-10-01 0:00:00,Postmates,O1,"$27,922","-$22,727","1,027","$6,064","$36,364","-$2,815","-$1,498",-$12,-$538,$401,"$6,100",14,303,72.57%,27.43%
,2022-11-01 0:00:00,Postmates,O1,"$24,935","-$20,260",930,"$5,933","$32,987","-$2,455",-$590,-$17,-$509,$382,"$6,743",11,278,72.05%,27.95%
,2022-12-01 0:00:00,Postmates,O1,"$26,883","-$21,948",990,"$5,854","$35,065","-$2,649",-$669,-$12,-$479,$343,"$6,661",12,285,71.60%,28.40%
,2023-01-01 0:00:00,Postmates,O1,"$25,974","-$21,039",976,"$5,366","$33,636","-$2,455",-$722,-$14,-$399,$322,"$6,551",11,261,70.76%,29.24%
,2023-02-01 0:00:00,Postmates,O1,"$24,545","-$19,870",915,"$5,085","$31,688","-$2,296",-$615,-$7,-$354,$287,"$6,274",10,252,71.22%,28.78%
,2023-03-01 0:00:00,Postmates,O1,"$27,922","-$22,727","1,038","$5,834","$36,234","-$2,655",-$882,-$78,-$418,$315,"$6,965",13,264,70.83%,29.17%
,2023-04-01 0:00:00,Postmates,O1,"$25,844","-$20,909",953,"$5,521","$33,506","-$2,456",-$571,-$38,-$380,$277,"$6,912",9,247,70.87%,29.13%
,2023-05-01 0:00:00,Postmates,O1,"$24,935","-$20,260",919,"$5,441","$32,597","-$2,475",-$707,-$26,-$371,$279,"$6,628",11,237,71.34%,28.66%
,2023-06-01 0:00:00,Postmates,O1,"$22,468","-$18,182",811,"$5,838","$30,260","-$2,067",-$449,-$51,-$511,$302,"$7,007",10,220,73.80%,26.20%
,2022-06-01 0:00:00,Postmates,O2,"$93,636","-$75,455","3,175","$21,818","$122,727","-$14,805","-$3,257",-$112,"-$3,512","$1,677","$18,831",58,"1,042",82.47%,17.53%
,2022-07-01 0:00:00,Postmates,O2,"$94,026","-$75,974","3,131","$21,688","$122,857","-$14,286","-$3,445",-$79,"-$3,443","$1,595","$18,312",56,"1,018",82.92%,17.08%
,2022-08-01 0:00:00,Postmates,O2,"$90,000","-$72,727","3,000","$21,688","$118,571","-$13,247","-$4,680",-$46,"-$3,237","$1,507","$18,052",52,969,83.28%,16.72%
,2022-09-01 0:00:00,Postmates,O2,"$87,662","-$70,909","2,888","$20,130","$114,545","-$13,247","-$4,630",-$59,"-$2,875","$1,397","$15,974",45,950,82.88%,17.12%
,2022-10-01 0:00:00,Postmates,O2,"$90,000","-$72,727","2,954","$20,779","$117,662","-$13,636","-$4,692",-$129,"-$2,930","$1,429","$16,364",41,929,82.23%,17.77%
,2022-11-01 0:00:00,Postmates,O2,"$84,026","-$67,922","2,769","$19,481","$110,130","-$12,385","-$4,024",-$163,"-$2,778","$1,343","$16,753",34,883,81.70%,18.30%
,2022-12-01 0:00:00,Postmates,O2,"$88,442","-$71,558","2,844","$19,610","$114,675","-$12,776","-$3,769",-$134,"-$2,736","$1,274","$17,013",33,880,82.09%,17.91%
,2023-01-01 0:00:00,Postmates,O2,"$84,286","-$67,792","2,736","$18,442","$109,091","-$12,249","-$4,221",-$224,"-$2,488","$1,208","$16,234",34,791,82.63%,17.37%
,2023-02-01 0:00:00,Postmates,O2,"$80,909","-$65,195","2,585","$17,143","$104,156","-$11,541","-$5,921",-$235,"-$2,162","$1,116","$13,506",34,775,83.41%,16.59%
,2023-03-01 0:00:00,Postmates,O2,"$96,234","-$77,532","3,022","$19,870","$123,377","-$13,506","-$7,151","-$1,008","-$2,477","$1,207","$15,844",55,860,83.85%,16.15%
,2023-04-01 0:00:00,Postmates,O2,"$88,052","-$71,039","2,791","$18,831","$113,506","-$12,631","-$5,486",-$260,"-$2,266","$1,083","$16,234",37,805,83.21%,16.79%
,2023-05-01 0:00:00,Postmates,O2,"$89,740","-$72,468","2,861","$19,740","$116,104","-$13,117","-$6,635",-$221,"-$2,274","$1,139","$16,234",42,815,83.47%,16.53%
,2023-06-01 0:00:00,Postmates,O2,"$80,519","-$65,065","2,535","$21,169","$107,662","-$11,687","-$4,258",-$285,"-$2,465","$1,172","$18,701",37,753,83.60%,16.40%
,2022-06-01 0:00:00,Postmates,P1,"$34,935","-$28,182","1,193","$8,478","$46,234","-$5,437","-$1,405",-$69,"-$1,131",$749,"$7,470",34,442,66.20%,33.80%
,2022-07-01 0:00:00,Postmates,P1,"$34,286","-$27,662","1,151","$8,727","$45,714","-$5,243","-$1,574",-$64,"-$1,086",$714,"$7,567",30,424,67.22%,32.78%
,2022-08-01 0:00:00,Postmates,P1,"$32,078","-$25,974","1,075","$8,998","$43,636","-$4,879","-$2,159",-$35,"-$1,011",$678,"$7,281",26,396,68.61%,31.39%
,2022-09-01 0:00:00,Postmates,P1,"$30,519","-$24,675","1,012","$8,203","$41,169","-$4,803","-$2,129",-$63,-$904,$633,"$6,339",24,379,67.24%,32.76%
,2022-10-01 0:00:00,Postmates,P1,"$31,169","-$25,195","1,025","$8,521","$42,208","-$4,915","-$1,967",-$63,-$914,$652,"$6,766",21,373,66.35%,33.65%
,2022-11-01 0:00:00,Postmates,P1,"$28,571","-$23,247",936,"$8,516","$39,481","-$4,414",-$964,-$66,-$889,$600,"$7,784",18,345,66.10%,33.90%
,2022-12-01 0:00:00,Postmates,P1,"$29,351","-$23,896",944,"$8,170","$39,870","-$4,698",-$913,-$55,-$800,$566,"$7,344",17,340,66.76%,33.24%
,2023-01-01 0:00:00,Postmates,P1,"$27,403","-$22,208",898,"$7,516","$37,013","-$4,455","-$1,015",-$36,-$696,$521,"$6,759",16,305,66.83%,33.17%
,2023-02-01 0:00:00,Postmates,P1,"$25,455","-$20,649",832,"$7,005","$34,545","-$4,058",-$845,-$49,-$620,$463,"$6,529",14,290,66.51%,33.49%
,2023-03-01 0:00:00,Postmates,P1,"$30,130","-$24,545",967,"$8,218","$40,779","-$4,778","-$1,394",-$247,-$734,$494,"$7,239",25,323,66.74%,33.26%
,2023-04-01 0:00:00,Postmates,P1,"$29,870","-$24,156",926,"$8,464","$40,649","-$4,635",-$862,-$72,-$869,$487,"$8,066",13,330,65.51%,34.49%
,2023-05-01 0:00:00,Postmates,P1,"$27,273","-$22,078",869,"$8,108","$37,532","-$4,332","-$1,058",-$71,-$864,$497,"$7,463",17,298,64.69%,35.31%
,2023-06-01 0:00:00,Postmates,P1,"$24,286","-$19,610",777,"$7,562","$33,766","-$3,854",-$628,-$80,-$797,$494,"$7,141",15,271,65.56%,34.44%
,2022-06-01 0:00:00,Postmates,P2,"$5,304","-$4,372",183,"$1,002","$6,722",-$434,-$268,-$48,-$95,$63,"$1,031",15,93,81.18%,18.82%
,2022-07-01 0:00:00,UberEats,P2,"$270,938","-$219,644","10,109","$51,392","$343,961","-$29,151","-$9,922","-$2,240","-$7,000","$3,505","$50,265",265,"3,253",73.38%,26.62%
,2022-08-01 0:00:00,UberEats,P2,"$272,000","-$219,605","10,190","$51,760","$345,507","-$30,485","-$13,218","-$2,046","-$7,034","$3,380","$46,795",248,"3,293",74.26%,25.74%
,2022-09-01 0:00:00,UberEats,P2,"$267,583","-$215,570","9,870","$51,343","$340,315","-$32,978","-$11,393","-$2,140","-$7,548","$3,156","$44,450",237,"3,226",75.72%,24.28%
,2022-10-01 0:00:00,UberEats,P2,"$290,354","-$233,640","10,428","$56,374","$370,117","-$35,559","-$14,586","-$2,590","-$9,209","$3,479","$42,337",249,"3,381",76.93%,23.07%
,2022-11-01 0:00:00,UberEats,P2,"$262,961","-$212,273","9,613","$50,678","$334,850","-$30,733","-$7,595","-$2,806","-$7,919","$3,369","$52,293",234,"3,180",76.21%,23.79%
,2022-12-01 0:00:00,UberEats,P2,"$292,977","-$237,443","10,364","$57,546","$374,157","-$36,175","-$8,505","-$3,376","-$9,967","$3,735","$51,883",260,"3,396",76.73%,23.27%
,2023-01-01 0:00:00,UberEats,P2,"$289,254","-$233,492","10,433","$56,502","$369,224","-$32,589","-$10,993","-$2,595","-$9,967","$3,711","$56,112",254,"3,337",77.17%,22.83%
,2023-02-01 0:00:00,UberEats,P2,"$282,581","-$228,461","10,176","$55,273","$360,188","-$33,607","-$11,507","-$1,545","-$10,098","$3,566","$52,274",229,"3,295",76.09%,23.91%
,2023-03-01 0:00:00,UberEats,P2,"$333,167","-$270,154","11,881","$65,334","$425,165","-$41,220","-$16,982","-$1,233","-$13,112","$3,898","$54,307",279,"3,585",75.80%,24.20%
,2023-04-01 0:00:00,UberEats,P2,"$311,682","-$253,203","11,059","$60,861","$397,221","-$35,561","-$13,438","-$2,314","-$11,963","$3,869","$56,706",246,"3,472",75.73%,24.27%
,2023-05-01 0:00:00,UberEats,P2,"$289,726","-$235,351","10,440","$55,686","$368,026","-$32,367","-$9,652","-$2,305","-$9,574","$4,222","$59,688",253,"3,376",76.42%,23.58%
,2023-06-01 0:00:00,UberEats,P2,"$283,717","-$230,652","10,080","$53,453","$359,681","-$31,098","-$5,515","-$2,413","-$8,995","$4,442","$59,840",271,"3,305",77.24%,22.76%
,2022-06-01 0:00:00,UberEats,P3,"$341,707","-$272,874","13,151","$83,065","$453,352","-$42,177","-$9,027","-$2,632","-$11,828","$5,308","$83,869",302,"3,676",66.91%,33.09%
,2022-07-01 0:00:00,UberEats,P3,"$361,623","-$291,097","13,854","$83,347","$475,338","-$40,551","-$13,483","-$2,558","-$15,586","$5,662","$80,338",311,"3,743",69.21%,30.79%
,2022-08-01 0:00:00,UberEats,P3,"$359,865","-$288,746","13,823","$83,669","$473,852","-$42,416","-$16,513","-$2,239","-$16,269","$5,614","$76,976",293,"3,742",69.09%,30.91%
,2022-09-01 0:00:00,UberEats,P3,"$356,422","-$286,080","13,443","$83,195","$469,630","-$41,395","-$15,316","-$2,372","-$16,743","$5,380","$74,197",282,"3,729",67.70%,32.30%
,2022-10-01 0:00:00,UberEats,P3,"$373,355","-$299,123","13,916","$87,809","$492,418","-$40,678","-$15,530","-$2,644","-$18,898","$5,896","$79,048",292,"3,837",66.80%,33.20%
,2022-11-01 0:00:00,UberEats,P3,"$353,158","-$283,597","13,137","$83,562","$466,407","-$43,808","-$13,755","-$2,557","-$18,060","$5,895","$73,766",262,"3,719",66.09%,33.91%
,2022-12-01 0:00:00,UberEats,P3,"$371,615","-$298,230","13,502","$89,442","$492,122","-$44,889","-$13,857","-$3,007","-$20,581","$6,187","$81,021",269,"3,791",67.08%,32.92%
,2023-01-01 0:00:00,UberEats,P3,"$379,922","-$304,277","13,931","$90,896","$502,642","-$41,875","-$16,766","-$3,515","-$22,354","$6,267","$87,640",294,"3,837",67.27%,32.73%
,2023-02-01 0:00:00,UberEats,P3,"$381,019","-$304,942","13,662","$91,240","$504,191","-$46,847","-$21,572","-$2,513","-$23,448","$6,025","$76,214",262,"3,897",66.99%,33.01%
,2023-03-01 0:00:00,UberEats,P3,"$438,029","-$352,658","15,619","$95,172","$569,577","-$53,281","-$24,327","-$2,893","-$22,924","$6,409","$76,241",319,"4,184",66.96%,33.04%
,2023-04-01 0:00:00,UberEats,P3,"$417,919","-$336,312","15,008","$90,638","$543,364","-$51,342","-$21,623","-$3,406","-$21,315","$6,383","$76,560",308,"4,098",66.20%,33.80%
,2023-05-01 0:00:00,UberEats,P3,"$420,754","-$339,391","15,240","$91,994","$547,640","-$54,498","-$19,886","-$3,421","-$21,121","$7,392","$79,709",326,"4,136",66.12%,33.88%
,2023-06-01 0:00:00,UberEats,P3,"$400,191","-$322,383","14,643","$87,887","$521,271","-$50,314","-$14,963","-$3,656","-$20,500","$7,497","$80,743",321,"3,958",66.99%,33.01%
,2022-06-01 0:00:00,UberEats,P4,"$32,588","-$26,086","1,302","$8,205","$43,484","-$5,355","-$1,125",-$554,"-$1,107",$666,"$6,950",58,464,63.15%,36.85%
,2022-07-01 0:00:00,UberEats,P4,"$34,316","-$27,770","1,365","$8,994","$46,187","-$5,270","-$1,222",-$569,"-$1,750",$723,"$7,353",63,478,64.25%,35.75%
,2022-08-01 0:00:00,UberEats,P4,"$34,257","-$27,506","1,397","$9,079","$46,256","-$5,313","-$1,268",-$567,"-$1,784",$742,"$7,631",65,496,64.56%,35.44%
,2022-09-01 0:00:00,UberEats,P4,"$35,413","-$28,358","1,408","$9,453","$47,887","-$5,415","-$1,619",-$559,"-$1,999",$762,"$7,536",60,497,64.95%,35.05%
,2022-10-01 0:00:00,UberEats,P4,"$37,021","-$29,580","1,429","$10,542","$50,767","-$5,372","-$1,430",-$611,"-$2,649",$864,"$8,783",60,503,65.35%,34.65%
,2022-11-01 0:00:00,UberEats,P4,"$33,706","-$27,020","1,326","$9,303","$45,908","-$5,132",-$962,-$643,"-$2,340",$826,"$7,927",54,473,63.66%,36.34%
,2022-12-01 0:00:00,UberEats,P4,"$35,551","-$28,409","1,351","$9,823","$48,419","-$5,183","-$1,341",-$686,"-$2,691",$859,"$7,925",56,483,65.15%,34.85%
,2023-01-01 0:00:00,UberEats,P4,"$37,147","-$29,626","1,452","$10,348","$50,694","-$5,315","-$1,830",-$677,"-$3,016",$877,"$7,997",63,501,64.83%,35.17%
